#RefName	Pos	Coverage
NC_045512.2_RBD	243	65535
NC_045512.2_RBD	244	65535
NC_045512.2_RBD	245	65535
NC_045512.2_RBD	246	65535
NC_045512.2_RBD	247	65535
NC_045512.2_RBD	248	65535
NC_045512.2_RBD	249	65535
NC_045512.2_RBD	250	65535
NC_045512.2_RBD	251	65535
NC_045512.2_RBD	252	65535
NC_045512.2_RBD	253	65535
NC_045512.2_RBD	254	65535
NC_045512.2_RBD	255	65535
NC_045512.2_RBD	256	65535
NC_045512.2_RBD	257	65535
NC_045512.2_RBD	258	65535
NC_045512.2_RBD	259	65535
NC_045512.2_RBD	260	65535
NC_045512.2_RBD	261	65535
NC_045512.2_RBD	262	65535
NC_045512.2_RBD	263	65535
NC_045512.2_RBD	264	65535
NC_045512.2_RBD	265	65535
NC_045512.2_RBD	266	65535
NC_045512.2_RBD	267	65535
NC_045512.2_RBD	268	65535
NC_045512.2_RBD	269	65535
NC_045512.2_RBD	270	65535
NC_045512.2_RBD	271	65535
NC_045512.2_RBD	272	65535
NC_045512.2_RBD	273	65535
NC_045512.2_RBD	274	65535
NC_045512.2_RBD	275	65535
NC_045512.2_RBD	276	65535
NC_045512.2_RBD	277	65535
NC_045512.2_RBD	278	65535
NC_045512.2_RBD	279	65535
NC_045512.2_RBD	280	65535
NC_045512.2_RBD	281	65535
NC_045512.2_RBD	282	65535
NC_045512.2_RBD	283	65535
NC_045512.2_RBD	284	65535
NC_045512.2_RBD	285	65535
NC_045512.2_RBD	286	65535
NC_045512.2_RBD	287	65535
NC_045512.2_RBD	288	53676
NC_045512.2_RBD	289	47587
NC_045512.2_RBD	290	39741
NC_045512.2_RBD	291	39409
NC_045512.2_RBD	292	39977
NC_045512.2_RBD	293	41044
NC_045512.2_RBD	294	41175
NC_045512.2_RBD	295	41673
NC_045512.2_RBD	296	42283
NC_045512.2_RBD	297	44182
NC_045512.2_RBD	298	44436
NC_045512.2_RBD	299	46137
NC_045512.2_RBD	300	46341
NC_045512.2_RBD	301	46595
NC_045512.2_RBD	302	47103
NC_045512.2_RBD	303	48109
NC_045512.2_RBD	304	48564
NC_045512.2_RBD	305	48966
NC_045512.2_RBD	306	51023
NC_045512.2_RBD	307	51149
NC_045512.2_RBD	308	52038
NC_045512.2_RBD	309	52459
NC_045512.2_RBD	310	54295
NC_045512.2_RBD	311	54840
NC_045512.2_RBD	312	56294
NC_045512.2_RBD	313	56566
NC_045512.2_RBD	314	57413
NC_045512.2_RBD	315	58990
NC_045512.2_RBD	316	59516
NC_045512.2_RBD	317	60735
NC_045512.2_RBD	318	61441
NC_045512.2_RBD	319	62474
NC_045512.2_RBD	320	63108
NC_045512.2_RBD	321	63649
NC_045512.2_RBD	322	64315
NC_045512.2_RBD	323	64606
NC_045512.2_RBD	324	64876
NC_045512.2_RBD	325	65266
NC_045512.2_RBD	326	65391
NC_045512.2_RBD	327	65535
NC_045512.2_RBD	328	65535
NC_045512.2_RBD	329	65535
NC_045512.2_RBD	330	65535
NC_045512.2_RBD	331	65535
NC_045512.2_RBD	332	65535
NC_045512.2_RBD	333	65535
NC_045512.2_RBD	334	65535
NC_045512.2_RBD	335	65535
NC_045512.2_RBD	336	65535
NC_045512.2_RBD	337	65535
NC_045512.2_RBD	338	65535
NC_045512.2_RBD	339	65535
NC_045512.2_RBD	340	65535
NC_045512.2_RBD	341	65535
NC_045512.2_RBD	342	65535
NC_045512.2_RBD	343	65535
NC_045512.2_RBD	344	65535
NC_045512.2_RBD	345	65535
NC_045512.2_RBD	346	65535
NC_045512.2_RBD	347	65535
NC_045512.2_RBD	348	65535
NC_045512.2_RBD	349	65535
NC_045512.2_RBD	350	65535
NC_045512.2_RBD	351	65535
NC_045512.2_RBD	352	65535
NC_045512.2_RBD	353	65535
NC_045512.2_RBD	354	65535
NC_045512.2_RBD	355	65535
NC_045512.2_RBD	356	65535
NC_045512.2_RBD	357	65535
NC_045512.2_RBD	358	65535
NC_045512.2_RBD	359	65535
NC_045512.2_RBD	360	65535
NC_045512.2_RBD	361	65535
NC_045512.2_RBD	362	65535
NC_045512.2_RBD	363	65535
NC_045512.2_RBD	364	65535
NC_045512.2_RBD	365	65535
NC_045512.2_RBD	366	65535
NC_045512.2_RBD	367	65535
NC_045512.2_RBD	368	65535
NC_045512.2_RBD	369	65535
NC_045512.2_RBD	370	65535
NC_045512.2_RBD	371	65535
NC_045512.2_RBD	372	65535
NC_045512.2_RBD	373	65535
NC_045512.2_RBD	374	65535
NC_045512.2_RBD	375	65535
NC_045512.2_RBD	376	65535
NC_045512.2_RBD	377	65535
NC_045512.2_RBD	378	65535
NC_045512.2_RBD	379	65535
NC_045512.2_RBD	380	65535
NC_045512.2_RBD	381	65535
NC_045512.2_RBD	382	65535
NC_045512.2_RBD	383	65535
NC_045512.2_RBD	384	65535
NC_045512.2_RBD	385	65535
NC_045512.2_RBD	386	65535
NC_045512.2_RBD	387	65535
NC_045512.2_RBD	388	65535
NC_045512.2_RBD	389	65535
NC_045512.2_RBD	390	65535
NC_045512.2_RBD	391	65535
NC_045512.2_RBD	392	65535
NC_045512.2_RBD	393	65535
NC_045512.2_RBD	394	65535
NC_045512.2_RBD	395	65535
NC_045512.2_RBD	396	65535
NC_045512.2_RBD	397	65535
NC_045512.2_RBD	398	65535
NC_045512.2_RBD	399	65535
NC_045512.2_RBD	400	65535
NC_045512.2_RBD	401	65535
NC_045512.2_RBD	402	65535
NC_045512.2_RBD	403	65535
NC_045512.2_RBD	404	65535
NC_045512.2_RBD	405	65535
NC_045512.2_RBD	406	65535
NC_045512.2_RBD	407	65535
NC_045512.2_RBD	408	65535
NC_045512.2_RBD	409	65535
NC_045512.2_RBD	410	65535
NC_045512.2_RBD	411	65535
NC_045512.2_RBD	412	65535
NC_045512.2_RBD	413	65535
NC_045512.2_RBD	414	65535
NC_045512.2_RBD	415	65535
NC_045512.2_RBD	416	65535
NC_045512.2_RBD	417	65535
NC_045512.2_RBD	418	65535
NC_045512.2_RBD	419	65535
NC_045512.2_RBD	420	65535
NC_045512.2_RBD	421	65535
NC_045512.2_RBD	422	65535
NC_045512.2_RBD	423	65535
NC_045512.2_RBD	424	65535
NC_045512.2_RBD	425	65535
NC_045512.2_RBD	426	65535
NC_045512.2_RBD	427	65535
NC_045512.2_RBD	428	65535
NC_045512.2_RBD	429	65535
NC_045512.2_RBD	430	65535
NC_045512.2_RBD	431	65535
NC_045512.2_RBD	432	65535
NC_045512.2_RBD	433	65535
NC_045512.2_RBD	434	65535
NC_045512.2_RBD	435	65535
NC_045512.2_RBD	436	65535
NC_045512.2_RBD	437	65535
NC_045512.2_RBD	438	65535
NC_045512.2_RBD	439	65535
NC_045512.2_RBD	440	65535
NC_045512.2_RBD	441	65535
NC_045512.2_RBD	442	65535
NC_045512.2_RBD	443	65535
NC_045512.2_RBD	444	65535
NC_045512.2_RBD	445	65535
NC_045512.2_RBD	446	65535
NC_045512.2_RBD	447	65535
NC_045512.2_RBD	448	65535
NC_045512.2_RBD	449	65535
NC_045512.2_RBD	450	65535
NC_045512.2_RBD	451	65535
NC_045512.2_RBD	452	65535
NC_045512.2_RBD	453	65535
NC_045512.2_RBD	454	65535
NC_045512.2_RBD	455	65535
NC_045512.2_RBD	456	65535
NC_045512.2_RBD	457	65535
NC_045512.2_RBD	458	65535
NC_045512.2_RBD	459	65535
NC_045512.2_RBD	460	65535
NC_045512.2_RBD	461	65535
NC_045512.2_RBD	462	65535
NC_045512.2_RBD	463	65535
NC_045512.2_RBD	464	65535
NC_045512.2_RBD	465	65535
NC_045512.2_RBD	466	65535
NC_045512.2_RBD	467	65535
NC_045512.2_RBD	468	65535
NC_045512.2_RBD	469	65535
NC_045512.2_RBD	470	65535
NC_045512.2_RBD	471	65535
NC_045512.2_RBD	472	65535
NC_045512.2_RBD	473	65535
NC_045512.2_RBD	474	65535
NC_045512.2_RBD	475	65535
NC_045512.2_RBD	476	65535
NC_045512.2_RBD	477	65535
NC_045512.2_RBD	478	65535
NC_045512.2_RBD	479	65535
NC_045512.2_RBD	480	65535
NC_045512.2_RBD	481	65535
NC_045512.2_RBD	482	65535
NC_045512.2_RBD	483	65535
NC_045512.2_RBD	484	65535
NC_045512.2_RBD	485	65535
NC_045512.2_RBD	486	65535
NC_045512.2_RBD	487	65535
NC_045512.2_RBD	488	65535
NC_045512.2_RBD	489	65535
NC_045512.2_RBD	490	65535
NC_045512.2_RBD	491	65535
NC_045512.2_RBD	492	65535
NC_045512.2_RBD	493	65535
NC_045512.2_RBD	494	65535
NC_045512.2_RBD	495	65535
NC_045512.2_RBD	496	65535
NC_045512.2_RBD	497	65535
NC_045512.2_RBD	498	65535
NC_045512.2_RBD	499	65535
NC_045512.2_RBD	500	65535
NC_045512.2_RBD	501	65535
NC_045512.2_RBD	502	65535
NC_045512.2_RBD	503	65535
NC_045512.2_RBD	504	65535
NC_045512.2_RBD	505	65535
NC_045512.2_RBD	506	65535
NC_045512.2_RBD	507	65535
NC_045512.2_RBD	508	65535
NC_045512.2_RBD	509	65535
NC_045512.2_RBD	510	65535
NC_045512.2_RBD	511	65535
NC_045512.2_RBD	512	65535
NC_045512.2_RBD	513	65535
NC_045512.2_RBD	514	65535
NC_045512.2_RBD	515	65535
NC_045512.2_RBD	516	65535
NC_045512.2_RBD	517	65535
NC_045512.2_RBD	518	65535
NC_045512.2_RBD	519	65535
NC_045512.2_RBD	520	65535
NC_045512.2_RBD	521	65535
NC_045512.2_RBD	522	65535
NC_045512.2_RBD	523	65535
NC_045512.2_RBD	524	65535
NC_045512.2_RBD	525	65535
NC_045512.2_RBD	526	65535
NC_045512.2_RBD	527	65535
NC_045512.2_RBD	528	65535
NC_045512.2_RBD	529	65535
NC_045512.2_RBD	530	65535
NC_045512.2_RBD	531	65535
NC_045512.2_RBD	532	65535
NC_045512.2_RBD	533	65535
NC_045512.2_RBD	534	65535
NC_045512.2_RBD	535	65535
NC_045512.2_RBD	536	65535
NC_045512.2_RBD	537	65535
NC_045512.2_RBD	538	65535
NC_045512.2_RBD	539	65535
NC_045512.2_RBD	540	65535
NC_045512.2_RBD	541	65535
NC_045512.2_RBD	542	65535
NC_045512.2_RBD	543	65535
NC_045512.2_RBD	544	65535
NC_045512.2_RBD	545	65535
NC_045512.2_RBD	546	65535
NC_045512.2_RBD	547	65535
NC_045512.2_RBD	548	65535
NC_045512.2_RBD	549	65535
